"seller_id","monthly_orders","monthly_sales","avg_price","seller_tier"
"02f623a8eb246f3c5f7c2f96462654e6",8.8,1275.6,142.8,medium_seller
"0307f7565ff85b299b6e5ef162b1b1a9",2.0,1570.63,761.0,medium_seller
"034b9387752bfa309f350a70cd45ffa3",2.0,24.0,12.0,small_seller
"038b75b729c8a9a04b0d07cba7eabe86",2.0,467.0,234.0,small_seller
"039b29ff3b3473435d0cd59040575de9",1.8,22.98,13.0,small_seller
"039e6ad9dae79614493083e241147386",1.7,4308.33,2432.67,medium_seller
"03a2a6dcbe45d639c4dc2a0d24769c40",2.3,269.6,127.5,small_seller
"03bd479e1d9484cdb14104d3023f7321",1.5,179.85,120.0,small_seller
"0417b067eeab773d2f7061a726dc477f",2.6,371.84,135.6,small_seller
"042573af89b6d931f672efaf789d8358",1.5,206.74,147.0,small_seller
"04308b1ee57b6625f47df1d56f00eedf",10.4,6681.18,746.89,big seller
"0432ead42b6c8a0bdf68154add917fdf",6.1,556.58,85.29,small_seller
"044668ccd5316b12a7cf0d54a156e3e9",3.0,137.8,46.0,small_seller
"04843805947f0fc584fc1969b6e50fe7",1.0,1400.0,1400.0,medium_seller
"048c2757535328e0d7dac690ad3c0aae",3.0,544.99,180.71,small_seller
"04aa0a1c5ce6b222003403a3e11c3cc0",1.6,788.29,402.43,small_seller
"04aba03279157f6d4e0fe8ccaf21963c",1.5,234.17,165.18,small_seller
"04e38a233f726ef161074ab1c9b0399a",3.3,193.17,55.0,small_seller
"04ee0ec01589969663ba5967c0e0bdc0",1.0,289.49,289.0,small_seller
"04fdea0c111866e6cf812f1570d6b5bd",2.5,263.75,108.25,small_seller
"0509040ea3fe50071181bbc359eb7738",5.6,233.62,51.06,small_seller
"052577151711aec5c744fe12e66db3e1",1.3,916.0,687.0,small_seller
"054694fa03fe82cec4b7551487331d74",2.1,998.31,471.5,small_seller
"056b4ada5bbc2c50cc7842547dda6b51",7.2,1370.38,211.0,medium_seller
"0570350b23eda5444f8d1d9544932058",3.0,313.45,104.5,small_seller
"05730013efda596306417c3b09302475",2.0,476.0,238.0,small_seller
"058cb5aeb36d7c0fcae20fc85d5e0a59",1.7,189.71,108.0,small_seller
"058fd0aa2bfdb2274e05e1ae971dabb6",5.5,697.08,128.27,small_seller
"05a48cc8859962767935ab9087417fbb",1.0,42.9,43.0,small_seller
"05a940b4ecae36cadfd8e93bd9c43257",1.7,158.67,89.67,small_seller
"05aebce0b5c8f0d41b29b686f2d05fd3",1.0,37.5,37.5,small_seller
"05ca864204d09595ae591b93ea9cf93d",1.0,179.9,180.0,small_seller
"05d2173d43ea568aa0540eba70d2ca76",5.6,523.61,100.64,small_seller
"05e107217c7266362fd44b75b2cd4cc4",2.5,96.69,34.0,small_seller
"05f51e13da97139648b8125c31e5f51b",7.5,1721.13,225.5,medium_seller
"05feb94f19d094d4b0f9281f0b1d4c99",1.0,1558.83,1558.83,medium_seller
"05ff92fedb5be47920fea08e501238b9",3.2,1216.88,382.22,medium_seller
"062c325cd6a2b87845fab56b4ec2eeae",1.0,66.61,66.5,small_seller
"062ce95fa2ad4dfaedfc79260130565f",6.1,835.67,123.78,small_seller
"06532f10282704ef4c69168b914b77be",1.3,1703.42,1144.67,medium_seller
"06579cb253ecd5a3a12a9e6eb6bf8f47",4.8,363.63,74.85,small_seller
"066a6914e1ebf3ea95a216c73a986b91",3.7,518.36,121.33,small_seller
"0691148aee60ca47977c187804f935ae",4.7,586.85,139.0,small_seller
"0692610d8abe24f287e9fae90ea0bbee",1.3,58.0,42.33,small_seller
"06a2c3af7b3aee5d69171b0e14f0ee87",49.0,4551.12,86.12,medium_seller
"06bb3a2fe5e7b7a845b13e8fb91bd944",1.7,153.62,88.3,small_seller
"06df0c10d34e459d9672bc77388742eb",4.3,1511.67,351.17,medium_seller
"06e5eefc71ec47ae763c5c6f8db7064f",5.4,1305.21,234.47,medium_seller
"07017df32dc5f2f1d2801e579548d620",2.7,315.5,130.67,small_seller
"070d165398b553f3b4b851c216b8a358",2.7,282.76,107.33,small_seller
"0725b8c0f3f906e58f70cbe76b7c748c",2.4,312.9,117.57,small_seller
"0743a0239d764b9a0f959a57d07e36ab",2.0,168.48,84.0,small_seller
"0747d5bb69f0586cc869d8af4c50f93e",2.4,54.76,32.8,small_seller
"0761743cbffb25d7148189e9f1a5f03a",1.0,80.4,80.33,small_seller
"077c5fae4bea9500e3737b16f71b9d3a",1.0,26.7,26.5,small_seller
"0791d9fc1e30678ecf03d3e55fa108d3",1.7,280.67,215.67,small_seller
"079d295dcbf06ee8bb1b65ba964eb2b6",1.7,116.43,64.67,small_seller
"07a9bc7f61396b658ddf3ac534efe44c",1.0,119.9,120.0,small_seller
"07bf9669d84d1f11be443a9dd938f698",1.8,177.6,89.4,small_seller
"07d75e33f2750d97d467fb57e4dfdd8a",1.0,361.2,361.0,small_seller
"07de60b03d150fb3ea09eab5da5e4c8b",1.8,143.82,84.6,small_seller
"07e8e8fc5222bb358e6f259da3197074",1.0,25.9,26.0,small_seller
"080102cd0a76b09e0dcf55fcacc60e05",9.5,439.75,44.23,small_seller
"080199a181c46c657dc5aa235411be3b",6.6,1208.68,172.25,medium_seller
"08061dc0fc165ed41288cc7acde738ee",1.0,30.95,31.0,small_seller
"08084d990eb3f53af056ccbc1730c8a7",2.4,74.5,30.0,small_seller
"081acf3de680d554796c9cf041be7bc2",1.0,399.32,399.5,small_seller
"082e0bf4cb865a6533b1e8e498cc0255",1.6,296.19,180.43,small_seller
"085f6f7e049c996695fb2074fe38d45e",1.5,76.35,44.0,small_seller
"08633c14ef2db992c11f840f04fad4cd",8.2,849.37,97.22,small_seller
"0873d9f8f36123f8d910f4760e788cfb",1.5,1816.4,1224.25,medium_seller
"0885aaf116795758dfeb5f1032487bcd",3.5,331.0,94.75,small_seller
"0887a9f087bcd5d9f6642b52f897fc6c",1.7,234.57,160.29,small_seller
"08ad4ac1388e4420ca531c3edfc46198",2.0,73.87,35.67,small_seller
"08cdbae123ff67ca4e36d9d641ce0119",2.0,1549.5,796.5,medium_seller
"08d0949a9a17c027262db1f3c450c26c",1.7,46.4,27.57,small_seller
"08d1c9478fb0d7d7fcac9c0da4e82fc7",1.0,538.0,538.0,small_seller
"08d2d642cf72b622b14dde1d2f5eb2f5",2.1,114.25,67.12,small_seller
"08f5819815f3d06545011850bd70f0a8",1.5,226.0,151.0,small_seller
"091065b789659bc3cd9af9cb3a6253ff",1.0,679.5,679.5,small_seller
"0936e1837d0c79253456bbb2ffaaef10",1.0,38.9,39.0,small_seller
"093805f8f2aeb63881444571e1f48f30",3.7,202.63,44.83,small_seller
"094ced053e257ae8cae57205592d6712",4.8,387.78,74.0,small_seller
"0951a6e282947e09cd47969f4ed0b47f",3.5,246.15,72.5,small_seller
"09883d9ab71c8fe8a9bfc7fc3075b07e",1.3,82.38,65.0,small_seller
"099095b050cfe8eb1ddff5317587e96e",2.8,865.64,458.0,small_seller
"09bad886111255c5b5030314fc7f1a4a",5.0,487.5,98.0,small_seller
"09f952a5f58d2285b0372551ae8f9b01",4.2,985.12,268.17,small_seller
"0a198e95d32b1be2da9424c962a6ebfa",1.0,69.99,70.0,small_seller
"0a82f5fb06a4fe4ac2cf7cb412ec71b8",1.0,231.0,231.0,small_seller
"0a85ebe4e328db81ac9109781205e2f7",4.0,222.63,56.33,small_seller
"0aa124728afc1131dff5655f4c6f487b",1.0,425.46,425.5,small_seller
"0aa2205ca24f113f4658a5c536667426",1.3,271.87,204.67,small_seller
"0ac4201fda2c68ebc0e47cb9423cf3c9",1.6,209.61,95.62,small_seller
"0ad80de75c811326389cfb1daba7d45e",1.5,362.35,244.25,small_seller
"0adac9fbd9a2b63cccaac4f8756c1ca8",5.8,840.05,156.79,small_seller
"0ade5cc4a305ed7093a23f68ca47519c",1.0,79.44,79.5,small_seller
"0aea4c6ae1505b3228ddf3dd7822ee5b",1.3,237.98,191.0,small_seller
"0af2ab31141893d26aca5a404a537dab",1.0,59.0,59.0,small_seller
"0af977692321d895349eded183341d28",1.0,128.88,129.0,small_seller
"0afccdb8a34ee5c79f7c06faf2b4d56e",2.5,122.55,47.7,small_seller
"0b09101900100c0e9d312861fad5a1b9",1.0,153.75,154.0,small_seller
"0b0ddbc7b9d9584f442c7ac92b0ff6c9",1.0,472.25,472.33,small_seller
"0b18d63d0cd1d723567903fd34a07df2",1.5,279.69,172.5,small_seller
"0b1ca3ef18a63d7eb0c8897fa0849c08",1.0,55.0,55.0,small_seller
"0b35c634521043bf4b47e21547b99ab5",5.7,1503.74,291.56,medium_seller
"0b36063d5818f81ccb94b54adfaebbf5",1.0,765.0,765.0,small_seller
"0b3f27369a4d8df98f7eb91077e438ac",2.0,146.51,73.0,small_seller
"0b46f784306be7200ca1700aa55d819f",1.0,19.9,20.0,small_seller
"0b64bcdb0784abc139af04077d49a20e",1.0,34.4,34.5,small_seller
"0b90b6df587eb83608a64ea8b390cf07",14.9,2599.3,188.0,medium_seller
"0bae85eb84b9fb3bd773911e89288d54",8.1,442.38,53.59,small_seller
"0bb27263628258b8111a0262769fa9db",1.0,22.2,22.0,small_seller
"0bb738e4d789e63e2267697c42d35a2d",2.3,183.72,83.15,small_seller
"0be8ff43f22e456b4e0371b2245e4d01",10.1,737.84,71.25,small_seller
"0bebbb2cea103a4a020c95d43fd7d754",3.0,455.73,140.33,small_seller
"0bf0150d5b9d60d9cd2906003332f085",2.8,412.47,135.07,small_seller
"0bfd0b434243adc5c2e1aa6baf19c6aa",1.5,92.8,60.75,small_seller
"0c7533c71df861ec58ad7ff999ed0e8d",5.1,249.11,50.17,small_seller
"0c7f30ae9b147eca07affbef92832a6a",2.5,239.75,94.0,small_seller
"0c8380b62e38e8a1e6adbeba7eb9688c",10.6,1008.79,102.41,medium_seller
"0cab2da43793a6f3c5ed8514c5f54627",1.0,103.23,103.33,small_seller
"0cbcee27c791afa0cdcb08587a2013a8",2.4,324.32,148.75,small_seller
"0d33a55da925bbf1ff02af5f6059fc7f",2.8,68.41,25.88,small_seller
"0d4c8269e7f0401201794deef160edd6",1.5,396.32,254.5,small_seller
"0d83f8e03188682112cc0d93523705cc",1.3,232.09,158.0,small_seller
"0d85bbda9889ce1f7e63778d24f346eb",4.3,403.77,118.08,small_seller
"0daf5180aa44356f60f8effa533b55a2",1.0,72.4,72.5,small_seller
"0db783cfcd3b73998abc6e10e59a102f",8.1,562.96,68.19,small_seller
"0dd184061fb0eaa7ca37932c68ab91c5",17.9,2049.66,108.78,medium_seller
"0ddefe3c7a032b91f4e25b9c3a08fca1",1.8,80.58,45.4,small_seller
"0df3984f9dfb3d49ac6366acbd3bbb85",5.4,626.34,112.69,small_seller
"0dfbed20065e425d2eaefb101f9816c0",1.5,42.18,29.5,small_seller
"0e44d110fa6a54e121cb2c095a77762f",1.2,44.66,40.0,small_seller
"0e72c1a751b496722a6cb1f10653b62a",1.0,46.93,47.0,small_seller
"0e982cff76cc0579f632cea8a0e38c9d",1.4,261.47,230.2,small_seller
"0ea22c1cfbdc755f86b9b54b39c16043",12.3,555.64,44.26,small_seller
"0eaa7e33d73809f1f925f7d07c506cbd",1.4,141.09,103.18,small_seller
"0ebd97a106433a45a4aebe57c1799778",2.2,217.63,96.5,small_seller
"0ec28cec4046a4a199b6de9b4c891d97",1.5,148.3,111.0,small_seller
"0ed6ce5d87fd9c69eaacaeb778d67235",3.9,194.67,55.18,small_seller
"0ee4fb99ac55ffbbc98795aa01b7f8fa",1.0,59.9,60.0,small_seller
"0ef83d7d83ed97cd2a0049ac8be5f88a",4.8,442.1,98.7,small_seller
"0f0c984a4a955310903b6b6008660bad",2.0,184.9,81.5,small_seller
"0f519b0d2e5eb2227c93dd25038bfc01",1.0,79.9,80.0,small_seller
"0f7eea709efdf942b5f95c7516dbacd7",1.5,97.87,56.5,small_seller
"0f80a40c312b2472dca482cf50f5186f",1.0,129.9,130.0,small_seller
"0f94588695d71662beec8d883ffacf09",1.0,9.0,9.0,small_seller
"0fe2d9733ed841eb064503920015a8c0",1.5,194.82,145.0,small_seller
"0ff83046c3fa22efee8ecf291888b191",1.4,109.84,80.0,small_seller
"0ffa40d54288e4f3499b8780dd0f144f",6.6,432.56,63.6,small_seller
"10076e5788b8ee532724bcd460baf762",2.1,74.68,34.0,small_seller
"10089e9f2fd0c668a8fd4e52e1698888",1.5,569.95,375.0,small_seller
"101921376b577a4540dc30e9009133ca",1.0,373.0,373.0,small_seller
"101a3a003516bc11253298b2fad3cb65",2.5,225.0,85.0,small_seller
"1025f0e2d44d7041d6cf58b6550e0bfa",65.4,9929.07,152.64,big seller
"10264f60a8f0a4d2f30810f5c661c673",1.3,94.87,70.0,small_seller
"1099a00e0ee3a50935e6c2447ca090c5",1.0,283.23,283.33,small_seller
"10cdd491d1dbea8fb4ead97b19c334ce",1.5,104.45,74.5,small_seller
"10ff823eda2b032e2c93d17a7d294736",1.1,161.87,140.75,small_seller
"112453736dbe3889cfb74e1aaa0ba0c1",2.3,630.0,292.33,small_seller
"1127b7f2594683f2510f1c2c834a486b",6.0,360.6,60.89,small_seller
"11305281b50fff20ae8bb473f8e11876",2.4,463.12,202.93,small_seller
"113e3a788b935f48aad63e1c41dac1bd",3.5,77.03,23.09,small_seller
"116ccb1a1604bc88e4d234a8c23f33de",6.1,200.49,34.5,small_seller
"11742f81550ac064cc9a40f67151d9ad",2.0,781.9,391.0,small_seller
"117cfc326c6d50da67ca858ff5c0c852",5.0,454.6,91.0,small_seller
"11938fcc75f6902fea1d0a6f72b54a57",1.0,297.49,297.5,small_seller
"119c7f1a00ef43fad0e57604e76a747c",1.0,94.9,95.0,small_seller
"119d1aef1b4144adba89163f6cd9f5d4",1.3,364.67,281.67,small_seller
"11bfa66332777660bd0640ee84d47006",6.3,327.16,47.0,small_seller
"11d4c477d09821164bca4f70a2eae031",1.5,41.52,29.0,small_seller
"11eac105f3f90a9b87b19c89d91e24f3",1.7,267.63,153.67,small_seller
"11fb6f6d341adbe19e81733701704635",3.0,1197.0,399.0,medium_seller
"120476eb7a04c149d14772edaf5d9bf2",2.0,1184.4,441.5,medium_seller
"1284de4ae8aa26997e748c851557cf0e",1.0,486.66,486.67,small_seller
"128639473a139ac0f3e5f5ade55873a5",33.3,744.3,21.75,small_seller
"128f9bfbe4c7d5185033914b1de3d39a",1.6,141.92,87.0,small_seller
"12a8eb0f8d1cd3270695bf2a99f55966",1.0,198.5,198.5,small_seller
"12b9676b00f60f3b700e83af21824c0e",7.5,1487.44,191.89,medium_seller
"12c2ed9cded6138cf0c75f525f565fc7",1.3,104.99,85.67,small_seller
"13074f016982ff2bd6c58ced8682f000",2.0,302.29,146.57,small_seller
"131fcb0a0c9a47bba4474aacff0f14b7",2.0,184.9,92.0,small_seller
"1336efc61c316ddf92c899eb817f7cae",3.9,254.6,65.74,small_seller
"134285d1f41da5c13a756ee8142c8a4e",1.5,786.35,518.0,small_seller
"134a288e7de827ec5ec62e3ec9c3a295",2.3,219.36,101.5,small_seller
"134b867a0f7f8bbe6abf10f91874891e",1.0,789.89,790.0,small_seller
"13511db12ac61e2f89c53b72a944a60b",1.2,159.6,132.2,small_seller
"1352e06ae67b410cdae0b2a22361167b",2.0,348.0,174.0,small_seller
"1354d51653f645349064725ed204e85e",1.5,200.83,140.92,small_seller
"138dbe45fc62f1e244378131a6801526",12.3,281.39,23.0,small_seller
"139157dd4daa45c25b0807ffff348363",1.0,29.9,30.0,small_seller
"13c2ed7698b3ca92dad49e849219da59",1.6,99.72,59.6,small_seller
"13d058e4eeac2ce8217660b2f8a05812",2.6,425.53,156.11,small_seller
"13d95f0f6f73943d4ceffad0fc2cd32c",1.0,249.99,250.0,small_seller
"13dd308f81fea30cc670c656b2b46cc3",1.5,58.85,39.0,small_seller
"13f57c12a00ed4610db646b913a7f5c6",1.2,107.53,90.5,small_seller
"13fa2a6c6b9d0f43cb588d7c82117a12",3.0,1509.33,502.33,medium_seller
"141440cad9341e553f8401c574a2aa38",2.8,322.05,117.0,small_seller
"1430239a858e7682bbc43b20758af153",2.3,82.6,34.88,small_seller
"1444c08e64d55fb3c25f0f09c07ffcf2",1.0,2749.0,2749.0,medium_seller
"1464afc72f696af775557a821c2e253f",2.1,75.67,36.64,small_seller
"14a08204d03bb6b6bde8029f801ae0eb",4.7,364.23,137.17,small_seller
"14d7985702e72162bbf13b6beb74ab2b",2.5,259.13,99.27,small_seller
"14ee35374a7876217954b5fa08e50463",2.0,269.67,133.0,small_seller
"14f2b3587172b9db894c9bad8dab520b",1.0,122.0,122.0,small_seller
"152ee17e4c8aaf53dac99f3462e4999b",1.5,77.24,53.5,small_seller
"154bdf805377afea75a3bd158e9eab10",1.0,89.9,90.0,small_seller
"1554a68530182680ad5c8b042c3ab563",12.1,1436.33,120.1,medium_seller
"157c3e4b42f81ac4a44e8b1ca2fe9876",2.3,254.85,109.0,small_seller
"1588ac4010787100dddef64568f0ae35",1.5,299.98,200.0,small_seller
"15aac934c58d886785ac1b17953ea898",2.8,483.77,133.89,small_seller
"15ac3c501e2599e4917316fde5c5669a",1.0,144.2,144.0,small_seller
"15aec03fe4cf30dfa574cf550f5ff5ff",1.0,28.9,29.0,small_seller
"15b3b1b81484422eb41df68ac87f1f50",1.0,39.17,39.0,small_seller
"15cd6eefe58588619aaed41dfa6621b1",2.7,270.46,93.33,small_seller
"15ead3a5037a918ddb520dfe39a3d2b9",2.3,91.83,55.0,small_seller
"15fa791d5e017f66402dc28c44480657",2.7,600.67,407.67,small_seller
"160851d3ece7aa1a510f8d1a4bb8a8af",1.0,51.02,51.0,small_seller
"16090f2ca825584b5a147ab24aa30c86",20.1,1288.82,94.8,medium_seller
"160e4f13fd3a64b1b86807be88b5ffb0",1.3,295.33,235.67,small_seller
"164a5a8794e6d42e14f55e447b12a3bc",1.0,73.99,74.0,small_seller
"165b1235e9e9942cb5fae67103576fb0",2.8,521.29,259.0,small_seller
"165fc07beebdcb6190fba8a06db2a449",4.5,1589.22,381.82,medium_seller
"1660ad786c27fd935378b6192a90b417",2.4,314.0,129.8,small_seller
"166e8f1381e09651983c38b1f6f91c11",1.0,39.4,39.5,small_seller
"167fd940acebc789debd6eb418c46e38",1.0,215.52,215.6,small_seller
"1690cada046eb7e92c12f98b1f8a8167",2.8,489.75,177.25,small_seller
"16bdc8cefd0e32a6f0824d296c5ad14a",1.0,41.76,42.0,small_seller
"1703bc09972dab9782e7a9194943b69f",1.0,249.9,250.0,small_seller
"1710c3aaa9c6b44ec3883ee0fe300e21",1.0,594.45,594.5,small_seller
"17306570e772e7718c92a562d33f5f1d",2.2,743.83,333.77,small_seller
"173d56ffbd4c56cb80fc3615487d712b",2.0,358.0,179.0,small_seller
"1746c1ae87ac63d530c7c943d0ac42e2",1.0,229.9,230.0,small_seller
"1771297ac436903d1dd6b0e9279aa505",2.2,221.64,87.31,small_seller
"1782ce2db72c3dda627d5e7c898104e1",1.3,287.26,219.71,small_seller
"17908cf9b444ee34047cadd5c0f4a516",1.6,284.86,185.86,small_seller
"17998cf586426bf0f2c3726cb0a4b211",1.0,34.9,35.0,small_seller
"179d859f51292aac5c10806a356f7af9",6.0,134.82,25.0,small_seller
"17a053fcb14bd219540cbde0df490be0",8.9,2907.37,329.07,medium_seller
"17adeba047385fb0c67d8e90b4296d21",1.0,809.7,810.0,small_seller
"17ca9b9e9b9ef8fdb529001b49ebb50f",8.3,696.77,83.93,small_seller
"17e34d8224d27a541263c4c64b11a56b",13.4,2966.49,247.68,medium_seller
"17eea220a40cc0d2c0c5346379682398",2.0,707.49,415.5,small_seller
"17f51e7198701186712e53a39c564617",2.9,2527.32,856.74,medium_seller
"180c3376aff0e43dd5788709df48a843",1.3,1128.25,922.75,medium_seller
"1835b56ce799e6a4dc4eddc053f04066",35.3,2778.68,79.08,medium_seller
"1838dd9b8977065acf51d95e0053ea7a",4.9,216.95,41.23,small_seller
"184725737946a1a938bbbd1a9e978103",3.0,359.7,120.0,small_seller
"184a67a8f9f63234d3a92340bbdb727f",1.2,35.84,30.4,small_seller
"186cdd1b2df32caa72cfb410bba768d3",2.0,447.15,146.67,small_seller
"189ca3538ce9f920cacf0f982cbe223b",1.3,139.67,77.33,small_seller
"18a349e75d307f4b4cc646a691ed4216",10.1,725.96,86.5,small_seller
"18e694e0e48ed6f7aa3f24aade5fd697",10.3,233.85,21.33,small_seller
"1900267e848ceeba8fa32d80c1a5f5a8",25.7,1562.65,61.31,medium_seller
"191d55f7edb8524d525ed01b20fe32e8",1.0,249.0,249.0,small_seller
"1927cdb9fa74f5270097f6250e8e8f34",1.0,120.0,120.0,small_seller
"19484c79cef6c062cb177aa4ef2fcc3c",1.0,201.9,202.0,small_seller
"1961c3e1272bfeceb05d0b78b5bbfdaf",1.5,448.0,278.5,small_seller
"1967a9e2ad6f51802b093147d861df58",2.0,380.0,190.0,small_seller
"1976a05ecf2996d6ffb7b5430e635fe7",1.6,359.24,194.6,small_seller
"1987cd4be10fe09ee50454f9c354d1c6",2.8,575.54,188.2,small_seller
"198c7ea11960a9844b544d9bcdca860c",3.6,247.68,87.71,small_seller
"1992f8fb6b19fcccd97ca819811e7267",1.0,28.8,29.0,small_seller
"1996942dc085d7773ba77a529b163cd0",2.5,735.88,345.25,small_seller
"19a7c9f66ffa6452ff4b4c0cca71da27",1.0,279.0,279.0,small_seller
"19d62d484cba71963c93f0f00ab42013",1.0,139.9,140.0,small_seller
"19e0f40a907ec568c34bfac15de4f4a1",1.0,44.5,44.0,small_seller
"1a3df491d1c4f1589fc2b934ada68bf2",9.8,1370.75,141.53,medium_seller
"1a6245add4353f18ed55138808906979",1.0,30.0,30.0,small_seller
"1a8e2d9c38b84a9702ac7922924b0573",1.0,80.0,80.0,small_seller
"1a932caad4f9d804097d7f8e615baed1",5.0,1165.25,213.25,medium_seller
"1acde099eb406aa220b1169b188b42da",3.0,103.7,30.33,small_seller
"1b0b0f4f95e962d6f32fe90c759d0479",1.0,69.9,70.0,small_seller
"1b1ae47a313a825a7ccceb8e2e30fa9d",2.2,448.78,234.0,small_seller
"1b45169b635ef59425637e9a33eb5fb3",1.8,77.22,40.75,small_seller
"1b4b28463457a256e9a784ebe2a8f630",1.0,699.42,699.0,small_seller
"1b4c3a6f53068f0b6944d2d005c9fc89",6.3,820.02,109.06,small_seller
"1b61fb1f0f2185d89e9a126c498e9cc7",1.0,49.7,50.0,small_seller
"1b65c144b17e607c0f37f10bb7dfec8d",1.7,369.83,255.0,small_seller
"1b7e5006cb25dd23ce8686691013b121",1.6,376.68,211.86,small_seller
"1b8356dabde1d35e17cef975c3f82730",5.6,342.64,54.9,small_seller
"1b8b75e227c9a9c100d0c210fb6176ce",3.2,319.14,102.0,small_seller
"1b938a7ec6ac5061a66a3766e0e75f90",3.0,398.76,147.7,small_seller
"1bb2bdb95f4841f1bba2c0d2cd83d3c9",5.4,333.51,62.2,small_seller
"1bb3812d5f0747a3ab7348f199001a10",1.5,139.07,101.83,small_seller
"1bc2e21de46adfea6b98cc96b00f3b40",1.0,346.65,346.67,small_seller
"1c129092bf23f28a5930387c980c0dfc",18.3,868.51,48.0,small_seller
"1c40343cc5d18c2d8248ac2f3366de34",5.3,615.35,111.0,small_seller
"1c56ffe0e9dea2657fc6e95b53f40b13",1.5,91.5,62.0,small_seller
"1c5e4e49b9079480255b49d50aac1aa9",1.1,924.83,873.18,small_seller
"1c68394e931a64f90ea236c5ea590300",11.8,2069.4,181.33,medium_seller
"1c742ac33582852aaf3bcfbf5893abcf",1.0,97.9,98.0,small_seller
"1c83418358f249c9d6affa52d579db0e",1.0,24.9,25.0,small_seller
"1ca4bdb0cd7fc48e949bac066188ed26",2.0,760.0,380.0,small_seller
"1ca7077d890b907f89be8c954a02686a",16.4,1905.94,74.86,medium_seller
"1caf283236cd69af44cbc09a0a1e7d32",2.4,65.54,30.29,small_seller
"1cbcd2ee0afb3fc09963b87eb65e7e4f",1.0,90.0,90.0,small_seller
"1cbd32d00d01bb8087a5eb088612fd9c",2.8,261.37,124.25,small_seller
"1cbd50a8c52e6cf8e315c5709fab386f",1.8,157.19,100.6,small_seller
"1cbdc7cf130a41fd13a3c2a7d2fcfda7",1.0,82.9,83.0,small_seller
"1cd9e0cc1839d55516843def5600816d",1.7,275.0,154.0,small_seller
"1ce3ae5a399804d1a87e706f8a813c3e",3.1,197.15,61.54,small_seller
"1d0646a72178a6fb37ee8082140e06ec",1.0,30.5,30.0,small_seller
"1d0997ff06b524ce9289ffd75114ecd3",1.0,1249.0,1249.0,medium_seller
"1d139e3a3b14025640d8df1b230aace0",1.0,18.24,18.0,small_seller
"1d1bbb8ac1581824986f582583fff01d",2.0,83.44,44.5,small_seller
"1d2732ef8321502ee8488e8bed1ab8cd",1.0,287.0,287.0,small_seller
"1d29dfba02015238dfbe2449a5eaa361",1.5,76.6,50.75,small_seller
"1d4587203296c8f4ad134dc286fa6db0",4.7,258.14,51.78,small_seller
